10.550000, -0.000723
10.600000, -0.003995
10.650000, -0.008593
10.700000, -0.010141
10.750000, -0.011863
10.800000, -0.009261
10.850000, -0.010934
10.900000, -0.013356
10.950000, -0.014204
11.000000, -0.011552
11.050000, -0.014249
11.100000, -0.019047
11.150000, -0.017820
11.200000, -0.016867
11.250000, -0.020590
11.300000, -0.023087
11.350000, -0.025035
11.400000, -0.023658
11.450000, -0.021305
11.500000, -0.020278
11.550000, -0.019551
11.600000, -0.021898
11.650000, -0.019946
11.700000, -0.019069
11.750000, -0.021091
11.800000, -0.019514
11.850000, -0.022387
11.900000, -0.021734
11.950000, -0.021157
12.000000, -0.019080
12.050000, -0.023052
12.100000, -0.024775
12.150000, -0.022173
12.200000, -0.028870
12.250000, -0.029018
12.300000, -0.023516
12.350000, -0.024363
12.400000, -0.024861
12.450000, -0.022659
12.500000, -0.020431
12.550000, -0.022704
12.600000, -0.021777
12.650000, -0.021974
12.700000, -0.019772
12.750000, -0.020770
12.800000, -0.019092
12.850000, -0.020190
12.900000, -0.022062
12.950000, -0.020735
13.000000, -0.018183
13.050000, -0.017280
13.100000, -0.016928
13.150000, -0.019576
13.200000, -0.024373
13.250000, -0.028196
13.300000, -0.028019
13.350000, -0.027091
13.400000, -0.025139
13.450000, -0.027512
13.500000, -0.026959
13.550000, -0.026282
13.600000, -0.025605
13.650000, -0.022627
13.700000, -0.023850
13.750000, -0.024148
13.800000, -0.023420
13.850000, -0.021643
13.900000, -0.023366
13.950000, -0.020413
14.000000, -0.022361
14.050000, -0.022459
14.100000, -0.023531
14.150000, -0.020779
14.200000, -0.017877
14.250000, -0.017974
14.300000, -0.019597
14.350000, -0.018145
14.400000, -0.019267
14.450000, -0.018965
14.500000, -0.017712
14.550000, -0.017310
14.600000, -0.017483
14.650000, -0.017530
14.700000, -0.014703
14.750000, -0.011876
14.800000, -0.010973
14.850000, -0.008646
14.900000, -0.009644
14.950000, -0.009366
15.000000, -0.009514
15.050000, -0.007762
15.100000, -0.007384
15.150000, -0.007132
15.200000, -0.004380
15.250000, -0.004402
15.300000, -0.004900
15.350000, -0.004098
15.400000, -0.004520
15.450000, -0.002418
15.500000, -0.005866
15.550000, -0.004138
15.600000, -0.005761
15.650000, -0.002359
15.700000, -0.004481
15.750000, -0.001854
15.800000, -0.003052
15.850000, -0.003224
15.900000, -0.002172
15.950000, 0.000430
16.000000, -0.001992
16.050000, -0.001940
16.100000, -0.003812
16.150000, -0.003785
16.200000, -0.000033
16.250000, 0.001570
16.300000, 0.003347
16.350000, 0.000899
16.400000, 0.003602
16.450000, 0.001629
16.500000, 0.001431
16.550000, -0.004491
16.600000, -0.005939
16.650000, -0.003812
16.700000, -0.002959
16.750000, -0.002407
16.800000, -0.005180
16.850000, -0.004202
16.900000, -0.005025
16.950000, -0.005923
17.000000, -0.005520
17.050000, -0.005293
17.100000, -0.009366
17.150000, -0.006663
17.200000, -0.004186
17.250000, -0.003609
17.300000, -0.002106
17.350000, -0.006229
17.400000, -0.007127
17.450000, -0.004249
17.500000, -0.008897
17.550000, -0.007220
17.600000, -0.008917
17.650000, -0.007315
17.700000, -0.005812
17.750000, -0.003760
17.800000, -0.005933
17.850000, -0.004055
17.900000, -0.005278
17.950000, -0.007476
18.000000, -0.009098
18.050000, -0.011521
18.100000, -0.011869
18.150000, -0.014666
18.200000, -0.017714
18.250000, -0.015212
18.300000, -0.015159
18.350000, -0.016832
18.400000, -0.015105
18.450000, -0.018402
18.500000, -0.015700
18.550000, -0.017423
18.600000, -0.016370
18.650000, -0.013368
18.700000, -0.015091
18.750000, -0.016363
18.800000, -0.016836
18.850000, -0.018884
18.900000, -0.020981
18.950000, -0.019904
19.000000, -0.017802
19.050000, -0.014274
19.100000, -0.019297
19.150000, -0.016420
19.200000, -0.017917
19.250000, -0.018415
19.300000, -0.019587
19.350000, -0.020685
19.400000, -0.021883
19.450000, -0.021155
19.500000, -0.021328
19.550000, -0.019526
19.600000, -0.020673
19.650000, -0.020746
19.700000, -0.019644
19.750000, -0.017716
19.800000, -0.016314
19.850000, -0.016462
19.900000, -0.018809
19.950000, -0.021682
20.000000, -0.022705
20.050000, -0.020877
20.100000, -0.018400
20.150000, -0.015898
20.200000, -0.015520
20.250000, -0.016118
